"USER_ID","YOB","Gender","Income","HouseholdStatus","EducationLevel","Q124742","Q124122","Q123464","Q123621","Q122769","Q122770","Q122771","Q122120","Q121699","Q121700","Q120978","Q121011","Q120379","Q120650","Q120472","Q120194","Q120012","Q120014","Q119334","Q119851","Q119650","Q118892","Q118117","Q118232","Q118233","Q118237","Q117186","Q117193","Q116797","Q116881","Q116953","Q116601","Q116441","Q116448","Q116197","Q115602","Q115777","Q115610","Q115611","Q115899","Q115390","Q114961","Q114748","Q115195","Q114517","Q114386","Q113992","Q114152","Q113583","Q113584","Q113181","Q112478","Q112512","Q112270","Q111848","Q111580","Q111220","Q110740","Q109367","Q108950","Q109244","Q108855","Q108617","Q108856","Q108754","Q108342","Q108343","Q107869","Q107491","Q106993","Q106997","Q106272","Q106388","Q106389","Q106042","Q105840","Q105655","Q104996","Q103293","Q102906","Q102674","Q102687","Q102289","Q102089","Q101162","Q101163","Q101596","Q100689","Q100680","Q100562","Q99982","Q100010","Q99716","Q99581","Q99480","Q98869","Q98578","Q98059","Q98078","Q98197","Q96024","cartres","logres"
3842,1971,"Male","$100,001 - $150,000","Single (w/kids)","High School Diploma","","","","","No","Yes","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","No","No","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","Yes","No","Mysterious","Yes","No","","","No","No","Yes","No","No","Demanding","No","PC","","","","","","","","","","","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","No","Yes","","","Yes","No","No","No","Rent","Pessimist","Dad","Yes","Yes","No","Yes","Nope","Yes","","","","","","","","","Yes",FALSE,FALSE
3843,1989,"Male","","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mac","","","","","","","","","","No","No","","Grrr people","","","","","","","Yes","","No","No","No","No","","Pessimist","Mom","","","","","","","","","","","","","","","",FALSE,FALSE
3845,NA,"Male","","","Current K-12","Yes","No","No","No","No","Yes","Public","Yes","No","Yes","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","People","No","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","Yes","No","Own","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes",FALSE,FALSE
3848,1996,"Male","","Single (no kids)","Current K-12","","Yes","No","No","","Yes","Public","No","No","No","","","","","","","No","Yes","","No","Receiving","No","Yes","","","","","Odd hours","No","","","Yes","No","Yes","P.M.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3853,1998,"Male","over $150,000","","Current K-12","","","","","","","","","","","","","","","","","","","","No","","","","","","","","","","","","","","","","Yes","","Yes","No","","","Yes","No","Yes","Yes","Mysterious","","","Tunes","","No","","","","","","","","","Cautious","","","","","","","","","","","","","","","","","","","","","","Yes","","","Optimist","","","No","","","","Yes","","","","","","","","","",FALSE,FALSE
3856,1991,"Male","over $150,000","Single (no kids)","Current Undergraduate","","No","","No","No","Yes","Private","","Yes","No","","","","","","","","","","","","Yes","No","","No","No","Cool headed","Odd hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Me","No","Yes","No","Yes","Yes","TMI","","","","","No","Yes","","","","Supportive","","PC","","Cautious","No","Umm...","No","Space","Yes","Online","","No","No","Yes","","Yes","No","No","Yes","","","Yes","No","Yes","No","Yes","No","Own","Pessimist","Mom","No","No","","Yes","Nope","Yes","No","No","Yes","","","Yes","No","No","Yes",FALSE,FALSE
3857,1998,"Female","","","Current K-12","","No","No","No","No","Yes","Public","No","No","No","No","Yes","No","Yes","Art","Study first","Yes","","Yes","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","No","Yes","No","Yes","P.M.","Yes","","Yes","No","Circumstances","Yes","Yes","Yes","Yes","No","Mysterious","No","","Tunes","People","Yes","Yes","Yes","No","No","Supportive","No","Mac","No","Cautious","No","Umm...","Yes","Space","No","In-person","No","No","Yes","Yes","Yay people!","","Yes","Yes","No","","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","","No","Yes","Yes","Yes","Check!","No","No","No","No","No","Yes","Yes","Yes","Yes","No",TRUE,FALSE
3870,1995,"Female","","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","PC","No","Risk-friendly","Yes","Yes!","No","Socialize","Yes","","","","","","","Yes","No","No","Yes","No","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3877,1976,"Female","over $150,000","Married (no kids)","Associate's Degree","Yes","Yes","","","","Yes","Public","","Yes","No","","Yes","No","Yes","Science","","","Yes","Yes","No","Giving","Yes","No","","","No","","Standard hours","","","","Yes","No","","A.M.","","","","Yes","","","Yes","","No","Yes","Mysterious","No","","","People","Yes","","","Yes","Yes","","","Mac","Yes","","No","","No","","No","In-person","No","","","Yes","","Yes","Yes","Yes","No","","No","Yes","Yes","No","No","Yes","","Own","","","","No","","","Check!","Yes","No","No","","Yes","Yes","Yes","","","",TRUE,TRUE
3886,1988,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","No","No","No","No","No","Yes","Private","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","No","No","No","Receiving","Yes","No","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","No","No","P.M.","Yes","End","Yes","No","Me","Yes","Yes","No","No","No","Mysterious","Yes","No","Talk","Technology","Yes","No","Yes","No","Yes","Supportive","No","Mac","No","Risk-friendly","No","Umm...","No","Space","Yes","Online","Yes","No","Yes","Yes","Grrr people","No","No","No","No","Yes","No","Yes","No","No","Yes","No","No","Rent","Pessimist","Dad","No","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes",TRUE,FALSE
3891,1973,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Public","No","No","No","Yes","Yes","No","Yes","Science","Try first","No","No","No","No","Giving","Yes","Yes","Idealist","No","Yes","Hot headed","Standard hours","No","Right","No","No","Yes","Yes","A.M.","Yes","End","No","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","People","No","Yes","Yes","Yes","No","Supportive","No","Mac","No","Cautious","No","Yes!","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","Yes","No","No","No","No","Rent","Pessimist","Dad","No","Yes","Yes","No","Nope","Yes","No","No","Yes","No","No","Yes","No","No","Yes",TRUE,FALSE
3896,1978,"Female","over $150,000","Single (no kids)","","","","","","","","","","","","","","","","","","","","Yes","","","Yes","No","Pragmatist","No","No","Cool headed","Standard hours","Yes","Happy","No","Yes","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3899,1972,"Male","$100,001 - $150,000","Married (w/kids)","Bachelor's Degree","Yes","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Giving","Yes","No","Idealist","No","No","Cool headed","Standard hours","No","Happy","Yes","No","Yes","No","P.M.","Yes","Start","Yes","Yes","Me","Yes","Yes","Yes","No","No","TMI","No","No","Talk","Technology","Yes","Yes","No","No","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","Yes","Yes","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Own","Optimist","Mom","Yes","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","Yes",TRUE,TRUE
3900,1988,"Female","$100,001 - $150,000","Married (no kids)","Bachelor's Degree","","","No","Yes","No","No","Public","Yes","Yes","No","Yes","Yes","No","Yes","Art","Study first","No","Yes","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","","","","","","","","","","","","","","","","","","","","","Tunes","People","Yes","Yes","Yes","No","Yes","Supportive","No","PC","No","Cautious","No","","No","","","In-person","No","Yes","Yes","Yes","Yay people!","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Own","Pessimist","Dad","Yes","No","Yes","Yes","Check!","Yes","","No","No","Yes","No","Only-child","Yes","Yes","No",TRUE,FALSE
3910,1985,"Male","over $150,000","Married (w/kids)","Bachelor's Degree","No","No","No","Yes","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Science","Study first","No","Yes","No","No","Receiving","No","Yes","Pragmatist","No","Yes","Cool headed","Standard hours","No","Right","Yes","Yes","Yes","Yes","A.M.","No","End","Yes","Yes","Me","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","No","Cautious","Yes","Umm...","No","Space","No","Online","No","Yes","Yes","Yes","Grrr people","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","Own","Optimist","Mom","No","No","No","Yes","Nope","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
3911,1978,"Male","$50,000 - $74,999","Married (w/kids)","High School Diploma","","","","","No","No","Public","No","Yes","No","","","","","","","No","No","No","Yes","Receiving","Yes","No","","No","No","Hot headed","Standard hours","No","Happy","No","Yes","Yes","Yes","P.M.","No","Start","No","No","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","No","No","No","No","Yes","No","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3913,1990,"Male","under $25,000","Single (no kids)","Current Undergraduate","No","No","No","No","No","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Science","Study first","No","No","No","No","Giving","No","Yes","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","No","Start","Yes","No","Circumstances","No","Yes","Yes","Yes","No","Mysterious","Yes","No","Tunes","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","No","Socialize","No","Online","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes","Rent","Optimist","Dad","Yes","No","Yes","Yes","Nope","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes",FALSE,FALSE
3914,1941,"Male","$75,000 - $100,000","Married (no kids)","","","Yes","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","","","Try first","No","","","Yes","Receiving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","Yes","No","Talk","Technology","No","Yes","Yes","No","No","Demanding","No","Mac","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","No","No","Yes","No","Yes","Yes","No","No","Yes","No","Own","Optimist","Dad","No","No","No","Yes","","Yes","No","Yes","Yes","Yes","No","Yes","No","No","Yes",FALSE,FALSE
3915,1986,"Male","under $25,000","Single (no kids)","Bachelor's Degree","","","No","","No","No","Public","","No","No","","Yes","","","","","","","","Yes","Giving","","","","","","Cool headed","","","","","","","","","","","","No","","","","","No","","","","","","People","","","","","Yes","","Yes","PC","","Cautious","Yes","Umm...","","Space","","Online","","No","Yes","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3923,1997,"Male","","","Current K-12","","","","","","","","","No","","","","","","","","","","","","","","","Idealist","","No","","","","","","","","","","","Start","","No","Me","","","","","","","","","","","","","Yes","","Yes","","","","","","","","No","","Yes","In-person","","","Yes","","","","","","","","","No","Yes","No","","Yes","","Own","","","No","No","No","Yes","","No","No","","","","No","","","","",FALSE,FALSE
3927,1971,"Male","$25,001 - $50,000","Married (w/kids)","High School Diploma","","","","","","","","No","Yes","No","Yes","Yes","No","Yes","Science","Study first","No","Yes","No","No","Receiving","","","","","","","","","","","","","","","No","End","No","No","","Yes","Yes","Yes","Yes","Yes","Mysterious","No","No","Tunes","Technology","No","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3930,1975,"Male","$50,000 - $74,999","Single (no kids)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3932,1996,"Male","$75,000 - $100,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","Yes","P.M.","","Start","Yes","Yes","Circumstances","Yes","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","","","No","Yes","Yes","","Yes","No","","","","","No","Yes","Yes","","Yes","","Yes","Yes","","","Yes","Yes","No","",TRUE,FALSE
3933,1987,"Male","$75,000 - $100,000","Single (no kids)","Bachelor's Degree","","Yes","No","Yes","Yes","No","Public","No","Yes","No","No","No","No","Yes","Art","Study first","No","No","No","No","Giving","Yes","No","Pragmatist","No","No","Hot headed","Standard hours","Yes","Happy","Yes","Yes","Yes","No","P.M.","Yes","Start","Yes","No","Me","","No","No","Yes","No","TMI","No","No","Tunes","Technology","No","No","Yes","No","Yes","Supportive","Yes","Mac","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","No","No","Yes","Yes","Yay people!","No","Yes","No","No","Yes","Yes","Yes","No","No","Yes","No","Yes","Rent","Optimist","","Yes","No","Yes","Yes","Check!","Yes","No","No","No","Yes","No","Yes","No","No","Yes",FALSE,FALSE
3937,1993,"Male","under $25,000","Single (no kids)","High School Diploma","Yes","Yes","No","No","","","Public","No","No","No","No","Yes","Yes","Yes","Science","Study first","Yes","No","","","","","","","","","Cool headed","Odd hours","No","Right","Yes","No","No","Yes","P.M.","Yes","Start","No","No","Circumstances","No","No","Yes","No","No","Mysterious","No","No","Talk","Technology","No","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Cautious","No","Yes!","Yes","Space","Yes","Online","No","No","Yes","Yes","Yay people!","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Rent","Pessimist","Mom","No","Yes","Yes","Yes","Nope","No","No","No","Yes","No","No","Yes","No","No","No",FALSE,FALSE
3938,1946,"Female","$25,001 - $50,000","Married (no kids)","","No","Yes","No","No","No","No","Private","No","No","No","No","Yes","No","Yes","Science","Study first","Yes","No","Yes","Yes","Giving","Yes","No","Pragmatist","No","No","Cool headed","Odd hours","Yes","Happy","No","Yes","Yes","No","P.M.","No","","Yes","Yes","","Yes","No","Yes","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","No","No","No","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",TRUE,FALSE
3960,1995,"Male","$100,001 - $150,000","Single (no kids)","Current Undergraduate","","Yes","No","No","No","Yes","Public","No","Yes","Yes","Yes","Yes","No","Yes","","Try first","Yes","No","","No","","Yes","No","","Yes","Yes","Cool headed","Odd hours","","Happy","No","Yes","Yes","Yes","A.M.","Yes","Start","Yes","Yes","Circumstances","Yes","No","Yes","No","No","Mysterious","","","Tunes","People","Yes","Yes","Yes","Yes","No","Supportive","No","PC","Yes","Risk-friendly","No","Yes!","No","Socialize","No","In-person","Yes","No","Yes","Yes","Grrr people","Yes","No","No","No","No","No","No","No","No","No","","No","","","","No","","","Yes","","Yes","","","Yes","Yes","","","","","Yes",TRUE,TRUE
3962,1997,"Male","under $25,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","Tunes","People","No","Yes","Yes","No","No","Supportive","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",FALSE,FALSE
3964,1996,"Female","","Single (no kids)","Current K-12","","Yes","No","No","Yes","Yes","Public","No","Yes","No","Yes","Yes","Yes","Yes","Art","Study first","No","Yes","Yes","Yes","Receiving","No","No","Pragmatist","No","Yes","Hot headed","Standard hours","No","Happy","Yes","Yes","No","Yes","P.M.","Yes","Start","Yes","No","Circumstances","Yes","Yes","No","Yes","No","Mysterious","No","No","Tunes","People","No","Yes","Yes","Yes","Yes","Supportive","Yes","PC","No","Risk-friendly","Yes","Umm...","Yes","Space","Yes","Online","No","No","Yes","Yes","Grrr people","Yes","No","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","Rent","Pessimist","Dad","Yes","No","Yes","Yes","Check!","Yes","No","No","Yes","No","No","Yes","Yes","No","Yes",FALSE,FALSE
3968,1997,"Female","$50,000 - $74,999","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","No","Pragmatist","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","Yes","No","No","Demanding","Yes","Mac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
3971,1950,"Male","$100,001 - $150,000","Married (no kids)","Master's Degree","No","No","No","No","Yes","Yes","Public","No","Yes","No","No","No","No","Yes","Art","Try first","No","No","Yes","No","Giving","Yes","Yes","Pragmatist","No","No","Cool headed","Odd hours","","Happy","Yes","No","No","No","P.M.","Yes","Start","Yes","","Circumstances","No","No","Yes","No","No","Mysterious","Yes","No","Tunes","People","Yes","Yes","No","No","Yes","Supportive","No","Mac","","Cautious","No","Umm...","No","Space","No","In-person","Yes","No","No","Yes","Yay people!","Yes","","","Yes","No","No","No","No","","No","No","No","Own","Optimist","Dad","Yes","Yes","Yes","No","Nope","No","No","No","Yes","Yes","Yes","Yes","No","Yes","Yes",TRUE,TRUE
3975,1973,"Female","under $25,000","Single (w/kids)","Associate's Degree","No","No","No","No","No","Yes","Public","Yes","Yes","Yes","No","Yes","No","Yes","Art","Study first","No","No","Yes","Yes","Giving","Yes","No","Pragmatist","Yes","No","Hot headed","Standard hours","No","Happy","No","No","No","Yes","","No","Start","Yes","No","Me","No","No","No","No","No","Mysterious","No","No","","","Yes","Yes","Yes","No","Yes","Demanding","No","PC","Yes","Cautious","No","Umm...","Yes","Space","No","In-person","Yes","Yes","No","Yes","Yay people!","Yes","No","Yes","","Yes","No","Yes","No","No","No","Yes","No","Own","Optimist","Mom","","No","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Only-child","No","Yes","No",TRUE,FALSE
4013,1999,"Male","","Single (no kids)","Current K-12","","","","","","","","","","","No","Yes","Yes","Yes","Art","Study first","Yes","","Yes","Yes","Giving","Yes","Yes","Idealist","No","Yes","","Standard hours","","","","","","","","Yes","","","","","","No","Yes","No","","","No","","Tunes","People","Yes","","Yes","","","Demanding","No","PC","No","","","","No","","","","","No","","Yes","Grrr people","Yes","No","No","","","","","Yes","","","","No","Own","","","","","","Yes","Nope","Yes","","No","Yes","Yes","No","Yes","Yes","Yes","Yes",TRUE,FALSE
4015,1982,"Male","","Married (w/kids)","Bachelor's Degree","","","","","","","","No","","","Yes","No","Yes","Yes","Science","Study first","Yes","Yes","No","Yes","Giving","Yes","","Pragmatist","Yes","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mac","No","Cautious","No","Umm...","No","Socialize","Yes","In-person","No","Yes","Yes","Yes","Yay people!","No","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","Own","Optimist","Dad","No","No","No","No","Nope","Yes","No","No","Yes","No","Yes","Yes","Yes","No","Yes",FALSE,FALSE
4034,1949,"Male","$75,000 - $100,000","Married (no kids)","Associate's Degree","","Yes","No","Yes","Yes","Yes","Public","No","Yes","No","","","","","","","","","","","","","","","","","","","Yes","Happy","Yes","Yes","No","No","P.M.","Yes","End","Yes","Yes","Circumstances","No","No","No","Yes","","","","","","","No","Yes","Yes","Yes","No","Demanding","No","Mac","Yes","","No","","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","","","","","","","","","","No","Yes","No","Own","Optimist","Dad","No","Yes","No","Yes","Check!","Yes","No","No","Yes","Yes","Yes","","","","No",TRUE,TRUE
4040,1987,"Male","$25,001 - $50,000","Single (no kids)","High School Diploma","No","Yes","No","Yes","Yes","No","Public","No","Yes","Yes","Yes","Yes","Yes","Yes","Science","Study first","Yes","Yes","Yes","Yes","Receiving","No","Yes","Pragmatist","Yes","Yes","Cool headed","Standard hours","No","Right","No","Yes","No","No","P.M.","No","End","Yes","No","Me","Yes","Yes","Yes","Yes","No","TMI","Yes","Yes","Tunes","Technology","No","No","Yes","","No","","No","PC","","Risk-friendly","Yes","Umm...","No","Space","Yes","In-person","Yes","No","Yes","Yes","Grrr people","","","","No","","No","Yes","No","","No","No","Yes","Rent","Pessimist","Dad","No","No","Yes","Yes","Nope","Yes","","No","Yes","No","Yes","Yes","Yes","No","",FALSE,FALSE
4057,1996,"Male","under $25,000","Single (no kids)","Current K-12","","","No","","","","","","","","Yes","Yes","Yes","Yes","Art","Try first","No","No","No","No","Receiving","No","","","","","","","No","","","Yes","No","Yes","P.M.","No","Start","Yes","No","Me","","No","Yes","Yes","No","TMI","No","No","Tunes","People","No","Yes","No","No","Yes","Supportive","Yes","Mac","No","Risk-friendly","Yes","","No","Space","","In-person","No","","","Yes","Grrr people","Yes","No","No","Yes","No","Yes","Yes","Yes","No","No","Yes","No","Own","Optimist","Mom","No","Yes","Yes","","Nope","Yes","No","No","Yes","No","","Yes","Yes","No","Yes",FALSE,FALSE
4058,1990,"Female","$25,001 - $50,000","Single (no kids)","High School Diploma","","No","No","Yes","Yes","No","Public","No","Yes","No","No","Yes","No","Yes","Science","Study first","Yes","Yes","Yes","No","Giving","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No","","No","","No","Cautious","No","Umm...","Yes","Space","Yes","In-person","No","Yes","Yes","Yes","Grrr people","","","","","","No","","","","","","","","","","","","","","","","","","","","","Yes","","","",FALSE,FALSE
4060,1992,"Female","$50,000 - $74,999","Single (no kids)","Current Undergraduate","Yes","Yes","Yes","No","No","Yes","Public","Yes","Yes","No","No","Yes","Yes","Yes","Science","Study first","No","Yes","No","Yes","Giving","Yes","No","Idealist","No","Yes","Cool headed","Standard hours","No","Happy","Yes","","Yes","","","","","","","","","","Yes","","No","","","","Tunes","Technology","Yes","Yes","Yes","No","Yes","Supportive","No","PC","Yes","Cautious","No","Umm...","No","Space","","In-person","Yes","No","Yes","Yes","Grrr people","No","No","No","No","No","Yes","Yes","","","","","","Rent","","","No","Yes","Yes","Yes","Check!","Yes","","","Yes","","No","Yes","","Yes","Yes",TRUE,TRUE
4062,1969,"Female","over $150,000","Married (w/kids)","Bachelor's Degree","","Yes","No","No","No","Yes","Public","No","Yes","No","Yes","No","No","Yes","Art","Study first","Yes","No","No","No","","No","No","","No","No","Hot headed","","Yes","Right","Yes","Yes","No","No","A.M.","Yes","Start","","No","Circumstances","No","Yes","Yes","No","No","Mysterious","No","No","Tunes","Technology","No","Yes","","","No","","No","PC","","Cautious","Yes","Umm...","No","Space","No","","No","Yes","Yes","No","Grrr people","Yes","No","No","No","No","No","Yes","No","No","No","No","No","Own","Optimist","Mom","Yes","Yes","","","Nope","Yes","No","No","Yes","No","","Only-child","Yes","No","Yes",FALSE,FALSE
4064,1996,"Female","under $25,000","Single (no kids)","Current K-12","","","","No","Yes","No","Public","Yes","Yes","Yes","Yes","","Yes","Yes","Art","","Yes","No","","Yes","Giving","No","Yes","","","Yes","Hot headed","","","Happy","Yes","Yes","","","","No","Start","Yes","No","","Yes","","","","No","Mysterious","","","","","No","Yes","Yes","No","No","Supportive","Yes","Mac","No","Risk-friendly","Yes","Umm...","No","","Yes","In-person","No","","Yes","","","No","No","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","","Pessimist","Mom","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","Yes","No","No",FALSE,FALSE
4065,1988,"Male","over $150,000","Single (no kids)","Doctoral Degree","","","No","","No","Yes","Public","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Art","Try first","Yes","Yes","Yes","No","Giving","No","No","Pragmatist","No","Yes","Cool headed","Odd hours","No","Right","Yes","Yes","No","Yes","P.M.","Yes","End","Yes","Yes","Me","Yes","Yes","No","Yes","Yes","TMI","Yes","No","Tunes","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","No","Cautious","No","Yes!","No","Socialize","No","In-person","No","Yes","Yes","Yes","Yay people!","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Rent","Optimist","Mom","No","Yes","Yes","Yes","Check!","Yes","Yes","No","Yes","Yes","No","Only-child","No","Yes","No",TRUE,TRUE
4069,1985,"Male","$25,001 - $50,000","Single (no kids)","Master's Degree","","No","No","No","Yes","No","Private","Yes","Yes","No","Yes","No","No","Yes","Art","Study first","No","Yes","No","No","Giving","No","No","Pragmatist","Yes","No","Cool headed","Odd hours","No","Right","No","Yes","Yes","Yes","P.M.","Yes","End","No","Yes","Circumstances","","No","Yes","No","Yes","Mysterious","","","Talk","Technology","Yes","No","Yes","Yes","Yes","","No","Mac","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","Yes","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Own","Optimist","Dad","Yes","Yes","No","Yes","Nope","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No",TRUE,TRUE
4077,1951,"Female","","Married (no kids)","Master's Degree","Yes","No","No","Yes","Yes","Yes","Public","No","Yes","No","Yes","No","Yes","Yes","Art","Try first","No","Yes","No","No","Giving","Yes","No","Pragmatist","No","Yes","Hot headed","Standard hours","Yes","Right","Yes","Yes","No","No","P.M.","No","End","Yes","No","Me","No","Yes","Yes","Yes","Yes","Mysterious","No","No","Talk","Technology","Yes","Yes","Yes","No","Yes","Demanding","Yes","Mac","Yes","Cautious","Yes","Yes!","No","Space","No","Online","No","No","Yes","Yes","Grrr people","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No","Own","Pessimist","Dad","No","Yes","Yes","Yes","Check!","Yes","No","No","Yes","Yes","No","Yes","No","No","",FALSE,FALSE
4079,1997,"Male","$25,001 - $50,000","Single (no kids)","Current K-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",FALSE,FALSE
4085,1983,"Male","$25,001 - $50,000","Single (no kids)","Bachelor's Degree","","","","","","","","","","","","","","","","","","","Yes","","","Yes","Yes","Idealist","No","No","Hot headed","Standard hours","No","Happy","Yes","Yes","Yes","No","P.M.","","","","","","","","","","","","","","","","","No","No","No","No","Supportive","No","PC","Yes","Risk-friendly","No","Umm...","No","Space","No","In-person","No","Yes","No","Yes","Grrr people","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Own","Optimist","Dad","No","Yes","No","Yes","Nope","No","No","No","Yes","Yes","Yes","Yes","Yes","No","Yes",FALSE,FALSE
